"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902221","BP","GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process","4/1852","26/22026",0.170532194596861,0.538656237809257,0.456928368297808,"AtMYB85/AtHGO/HPD/AtTAT2",4
"GO:0009860","BP","GO:0009860","pollen tube growth","18/1852","168/22026",0.171666634077037,0.541344781718182,0.459208991625217,"A39/ATBET11/ATCDPK2/PATL1/AKT6/ATIPK2A/PIP5K5/ATRAB1C/ATNAS3/ATIPT7/ATCBL1/PICALM5B/AUN1/ATERDJ3A/ATRAB1A/GABA-T/AtNPF8.2/KLCR2",18
"GO:0044042","BP","GO:0044042","glucan metabolic process","23/1852","222/22026",0.174277973341513,0.548674146714384,0.465426305290783,"QQS/COBL2/AtcFBP/TBR/XTH30/YIP4b/ATCSLE1/ATCTL1/ATXT1/ATCSLB03/MERI-5/AtXTH22/ATSUS3/XTH23/ATCSLD2/AtBAM1/TBL14/CYT1/ANY1/ATCESA3/GDPDL3/CSI1/CESA6",23
"GO:0000271","BP","GO:0000271","polysaccharide biosynthetic process","24/1852","233/22026",0.175346151957829,0.551129105906926,0.467508784652106,"QQS/COBL2/UGE3/FRA8/TBR/RGXT2/YIP4b/ATCSLE1/ATCTL1/ATXT1/ATCSLB03/GATL4/HSR8/ATCSLD2/GATL2/TBL14/GATL10/ATGATL1/MUCI70/CYT1/ANY1/ATCESA3/CSI1/CESA6",24
"GO:0042023","BP","GO:0042023","DNA endoreduplication","7/1852","55/22026",0.176701193840937,0.554476159983628,0.470348005384223,"DA1/SMR7/SMR8/SIM/AtMYB88/LGO/SMR4",7
"GO:0010054","BP","GO:0010054","trichoblast differentiation","14/1852","127/22026",0.18020345098642,0.563650900707636,0.478130704282552,"ATSK21/YIP4b/ATHAM3/ATXT1/PAT4/DROP1/MAP18/ATROPGEF11/P4H5/AtAUX1/ATCSLD2/ATMYA2/AUN1/GDPDL3",14
"GO:0006995","BP","GO:0006995","cellular response to nitrogen starvation","5/1852","36/22026",0.181624701909668,0.563650900707636,0.478130704282552,"ATATG8E/ATG8C/CAT1/PDLZ2/ATG8H",5
"GO:0010223","BP","GO:0010223","secondary shoot formation","5/1852","36/22026",0.181624701909668,0.563650900707636,0.478130704282552,"D14/A-PTF-1/ATCCD8/GAT/SASP",5
"GO:0010346","BP","GO:0010346","shoot axis formation","5/1852","36/22026",0.181624701909668,0.563650900707636,0.478130704282552,"D14/A-PTF-1/ATCCD8/GAT/SASP",5
"GO:0090068","BP","GO:0090068","positive regulation of cell cycle process","5/1852","36/22026",0.181624701909668,0.563650900707636,0.478130704282552,"AML2/pEARLI4/AML5/LGO/PEARLI",5
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","6/1852","46/22026",0.186619011870952,0.563650900707636,0.478130704282552,"ACX1/ACX4/ACX2/ATECI1/AtPNC2/KAT2",6
"GO:0010208","BP","GO:0010208","pollen wall assembly","6/1852","46/22026",0.186619011870952,0.563650900707636,0.478130704282552,"ATBRI1/CBB3/APY6/AtFAX1/ABCG16/CSI1",6
"GO:0015748","BP","GO:0015748","organophosphate ester transport","6/1852","46/22026",0.186619011870952,0.563650900707636,0.478130704282552,"ALIS1/ALA1/AtPNC2/ALA10/NA/AAC3",6
"GO:0051651","BP","GO:0051651","maintenance of location in cell","6/1852","46/22026",0.186619011870952,0.563650900707636,0.478130704282552,"AT-SYR1/ATFER1/MEB2/NA/AtSFT12/AtPRF2",6
"GO:0051235","BP","GO:0051235","maintenance of location","9/1852","76/22026",0.186820270874081,0.563650900707636,0.478130704282552,"AT-SYR1/SEIPIN2/ATFER1/MEB2/NA/AtSFT12/AtDSEL/AtPRF2/LDAP3",9
"GO:1903827","BP","GO:1903827","regulation of cellular protein localization","9/1852","76/22026",0.186820270874081,0.563650900707636,0.478130704282552,"ATEXO70E2/pEARLI4/NA/ATSK21/NA/ASAR1/VETH1/ATSAR1/PEARLI",9
"GO:0072330","BP","GO:0072330","monocarboxylic acid biosynthetic process","26/1852","257/22026",0.187433184733529,0.563650900707636,0.478130704282552,"AAO3/DIV2/ABA3/LACS3/ACX1/ATBI-1/PCRK2/KCS12/BAH1/CBP60a/AtNIT2/AtDJ1A/ATPUB44/KCS20/FATB/KCS1/ATOPR1/ASN1/ATMYB96/ATNCED2/AtCLO3/KAT2/KCS3/LAG1/GABA-T/GAE1",26
"GO:0010104","BP","GO:0010104","regulation of ethylene-activated signaling pathway","4/1852","27/22026",0.187773046765813,0.563650900707636,0.478130704282552,"ERS2/LSD1/ATERF3/AHK5",4
"GO:0015851","BP","GO:0015851","nucleobase transport","4/1852","27/22026",0.187773046765813,0.563650900707636,0.478130704282552,"ATPUP14/ATPUP10/ATPUP18/ATPUP17",4
"GO:0034219","BP","GO:0034219","carbohydrate transmembrane transport","4/1852","27/22026",0.187773046765813,0.563650900707636,0.478130704282552,"ERD6/STP7/ESL1/ATSTP13",4
"GO:0048194","BP","GO:0048194","Golgi vesicle budding","4/1852","27/22026",0.187773046765813,0.563650900707636,0.478130704282552,"NA/NA/ASAR1/ATSAR1",4
"GO:0050826","BP","GO:0050826","response to freezing","4/1852","27/22026",0.187773046765813,0.563650900707636,0.478130704282552,"ATTIL/CRPK1/Rap2.6L/DREB26",4
"GO:0070297","BP","GO:0070297","regulation of phosphorelay signal transduction system","4/1852","27/22026",0.187773046765813,0.563650900707636,0.478130704282552,"ERS2/LSD1/ATERF3/AHK5",4
"GO:0034754","BP","GO:0034754","cellular hormone metabolic process","7/1852","56/22026",0.188349610287639,0.563650900707636,0.478130704282552,"ATCKX5/AtNIT2/RGLG2/ATSOFL2/NA/NA/ATIPT7",7
"GO:0051607","BP","GO:0051607","defense response to virus","7/1852","56/22026",0.188349610287639,0.563650900707636,0.478130704282552,"APUM5/SAG101/ATWRKY18/AGO2/ATWRKY8/ATWRKY40/NHL3",7
"GO:0006903","BP","GO:0006903","vesicle targeting","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"NA/ASAR1/ATSAR1",3
"GO:0009148","BP","GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"CTPS1/UCK3/UKL5",3
"GO:0016024","BP","GO:0016024","CDP-diacylglycerol biosynthetic process","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"ATGPAT1/ATGPAT7/ATGPAT5",3
"GO:0016055","BP","GO:0016055","Wnt signaling pathway","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"ckl3/CKL13/ckl7",3
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"ICK1/SIM/DSPTP1E",3
"GO:0046341","BP","GO:0046341","CDP-diacylglycerol metabolic process","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"ATGPAT1/ATGPAT7/ATGPAT5",3
"GO:0048268","BP","GO:0048268","clathrin coat assembly","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"ClAP/PICALM3/PICALM5B",3
"GO:0055070","BP","GO:0055070","copper ion homeostasis","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"COPT1/AtCOPT5/ATMT-1",3
"GO:0198738","BP","GO:0198738","cell-cell signaling by wnt","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"ckl3/CKL13/ckl7",3
"GO:1905114","BP","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"ckl3/CKL13/ckl7",3
"GO:1905428","BP","GO:1905428","regulation of plant organ formation","3/1852","18/22026",0.188768485846618,0.563650900707636,0.478130704282552,"A-PTF-1/ABS4/GAT",3
"GO:0006888","BP","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","11/1852","97/22026",0.190907103983622,0.569147388007334,0.482793234477014,"NA/ATVTI12/NA/p24delta5/AT-RAB2/ASAR1/NA/ATSAR1/NA/ATSEC22/NA",11
"GO:0010498","BP","GO:0010498","proteasomal protein catabolic process","31/1852","313/22026",0.193306559407315,0.575403169824578,0.488099854873365,"DER2.2/ATCHIP/AtHrd1B/NA/NA/BRG3/SKIP1/UBC3/ATSKP2;2/MIEL1/ATRMA1/RAE1/NA/AtMAX2/NA/SKP2A/ATRMA3/AtILP/ATUBC1/UBC34/AtSAP7/NA/NA/BIP1/SLY1/NA/DER1/AtCDC48B/AtSAP9/DDA1/ATBAG1",31
"GO:0009828","BP","GO:0009828","plant-type cell wall loosening","5/1852","37/22026",0.196524900400439,0.581774883036978,0.493504816919742,"ATEXLA1/MERI-5/ATEXP11/ATEXP9/ATEXP12",5
"GO:0042430","BP","GO:0042430","indole-containing compound metabolic process","9/1852","77/22026",0.196918369755877,0.581774883036978,0.493504816919742,"NA/BGLU26/AtNIT2/ATHSPRO2/CYP81F1/ATECS1/AtPNC2/UGT74E2/ATWRKY33",9
"GO:0048278","BP","GO:0048278","vesicle docking","6/1852","47/22026",0.199845587411684,0.581774883036978,0.493504816919742,"ATSEC1B/ATSYP122/AT-SYR1/ATSYP52/ATSYP22/ATRAB-E1D",6
"GO:0033692","BP","GO:0033692","cellular polysaccharide biosynthetic process","20/1852","194/22026",0.200373955304088,0.581774883036978,0.493504816919742,"QQS/COBL2/UGE3/FRA8/TBR/RGXT2/YIP4b/ATCSLE1/ATCTL1/ATXT1/ATCSLB03/HSR8/ATCSLD2/TBL14/ATGATL1/CYT1/ANY1/ATCESA3/CSI1/CESA6",20
"GO:0010383","BP","GO:0010383","cell wall polysaccharide metabolic process","16/1852","151/22026",0.200797972764286,0.581774883036978,0.493504816919742,"COBL2/ARAF/ATBXL1/ATBXL4/FRA8/RGXT2/XTH30/YIP4b/ATXT1/MERI-5/AtXTH22/XTH23/TBL14/ATGATL1/MUCI70/GDPDL3",16
"GO:0006670","BP","GO:0006670","sphingosine metabolic process","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"SPHK2/ATSPT1",2
"GO:0006825","BP","GO:0006825","copper ion transport","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"COPT1/AtCOPT5",2
"GO:0007063","BP","GO:0007063","regulation of sister chromatid cohesion","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"pEARLI4/PEARLI",2
"GO:0007076","BP","GO:0007076","mitotic chromosome condensation","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"pEARLI4/PEARLI",2
"GO:0008655","BP","GO:0008655","pyrimidine-containing compound salvage","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"UCK3/UKL5",2
"GO:0009610","BP","GO:0009610","response to symbiotic fungus","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"HR4/NA",2
"GO:0010067","BP","GO:0010067","procambium histogenesis","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"ATPXL1/MIK1",2
"GO:0010117","BP","GO:0010117","photoprotection","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"AtBBX21/STZ",2
"GO:0010364","BP","GO:0010364","regulation of ethylene biosynthetic process","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"ANAC047/XBAT32",2
"GO:0031335","BP","GO:0031335","regulation of sulfur amino acid metabolic process","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"ANAC047/XBAT32",2
"GO:0034389","BP","GO:0034389","lipid droplet organization","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"SEIPIN2/LDAP3",2
"GO:0034502","BP","GO:0034502","protein localization to chromosome","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"pEARLI4/PEARLI",2
"GO:0046512","BP","GO:0046512","sphingosine biosynthetic process","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"SPHK2/ATSPT1",2
"GO:0051101","BP","GO:0051101","regulation of DNA binding","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"pEARLI4/PEARLI",2
"GO:0070509","BP","GO:0070509","calcium ion import","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"cMCU/NA",2
"GO:0120253","BP","GO:0120253","hydrocarbon catabolic process","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"ATCCD8/ATNCED2",2
"GO:1900908","BP","GO:1900908","regulation of olefin metabolic process","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"ANAC047/XBAT32",2
"GO:1900911","BP","GO:1900911","regulation of olefin biosynthetic process","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"ANAC047/XBAT32",2
"GO:1902882","BP","GO:1902882","regulation of response to oxidative stress","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"ATTIL/AtDJ1A",2
"GO:1990414","BP","GO:1990414","replication-born double-strand break repair via sister chromatid exchange","2/1852","10/22026",0.203058004702074,0.581774883036978,0.493504816919742,"pEARLI4/PEARLI",2
"GO:0048229","BP","GO:0048229","gametophyte development","45/1852","471/22026",0.203426291387334,0.581957549163465,0.493659767942789,"CYP94B3/ATUTR1/AtDOK1/EDA36/NA/ACX1/TIN1/EDA5/EDA38/COPT1/ATBRI1/CBB3/CRCK2/PIRL2/APY6/RHF2A/UGE3/ATIPK2A/EDA16/NA/ATRAB1C/AGK2/AtTLP7/ATNAS3/KUP11/FAB1B/AtMYB88/WIH2/ATGPAT1/ASAR1/ATSPT1/DROP1/AtFAX1/PIRL1/VLG/ABCG16/DREB2/BIP1/ATC4H/ATWRKY2/AtPSS1/AtJAZ1/ATUTR3/NA/CSI1",45
"GO:0000160","BP","GO:0000160","phosphorelay signal transduction system","12/1852","109/22026",0.204501930748694,0.583634934656021,0.495082651337284,"APRR7/SIED1/ERS2/LSD1/AtTEM1/ATMBF1C/ARR8/ATERF3/ATRBOH/ATERF10/ATERF6/AHK5",12
"GO:0010942","BP","GO:0010942","positive regulation of cell death","4/1852","28/22026",0.205539670865255,0.583634934656021,0.495082651337284,"ATMC1/NA/ANAC092/AtMC4",4
"GO:0030641","BP","GO:0030641","regulation of cellular pH","4/1852","28/22026",0.205539670865255,0.583634934656021,0.495082651337284,"ATSDAT/AHA4/AHA1/AT-NHX1",4
"GO:0034243","BP","GO:0034243","regulation of transcription elongation from RNA polymerase II promoter","4/1852","28/22026",0.205539670865255,0.583634934656021,0.495082651337284,"NA/NA/NA/SPT6",4
"GO:0051453","BP","GO:0051453","regulation of intracellular pH","4/1852","28/22026",0.205539670865255,0.583634934656021,0.495082651337284,"ATSDAT/AHA4/AHA1/AT-NHX1",4
"GO:0046700","BP","GO:0046700","heterocycle catabolic process","22/1852","217/22026",0.208241766744856,0.590430291171245,0.500846979208305,"ATNYE1/APUM5/ACD1/BFN1/NA/BGLU26/NYC1/ATCLH2/ATHO1/ATHSPRO2/ALDH6B2/AT-POX/ATPUB44/ECT8/GSDA/ATXDH1/AtPAT1H2/PDH2/NA/AtBFN2/NA/ATNUDX25",22
"GO:0009147","BP","GO:0009147","pyrimidine nucleoside triphosphate metabolic process","3/1852","19/22026",0.211083358845167,0.59301994922302,0.503043720181471,"CTPS1/UCK3/UKL5",3
"GO:0019321","BP","GO:0019321","pentose metabolic process","3/1852","19/22026",0.211083358845167,0.59301994922302,0.503043720181471,"ARAF/NA/HSR8",3
"GO:0034406","BP","GO:0034406","cell wall beta-glucan metabolic process","3/1852","19/22026",0.211083358845167,0.59301994922302,0.503043720181471,"COBL2/YIP4b/GDPDL3",3
"GO:0052541","BP","GO:0052541","plant-type cell wall cellulose metabolic process","3/1852","19/22026",0.211083358845167,0.59301994922302,0.503043720181471,"COBL2/YIP4b/GDPDL3",3
"GO:0062014","BP","GO:0062014","negative regulation of small molecule metabolic process","3/1852","19/22026",0.211083358845167,0.59301994922302,0.503043720181471,"DIV2/ATPUB44/XBAT32",3
"GO:2000069","BP","GO:2000069","regulation of post-embryonic root development","3/1852","19/22026",0.211083358845167,0.59301994922302,0.503043720181471,"ATSKP2;2/AtMYB88/AtMYB93",3
"GO:0009069","BP","GO:0009069","serine family amino acid metabolic process","7/1852","58/22026",0.212535111084517,0.59301994922302,0.503043720181471,"OASA2/EDA36/ATMST2/THA1/ATMGL/ATCYSD2/AtSAT1",7
"GO:0031122","BP","GO:0031122","cytoplasmic microtubule organization","7/1852","58/22026",0.212535111084517,0.59301994922302,0.503043720181471,"ATPCAP1/MAP18/NA/NA/BPP2/CSI1/CESA6",7
"GO:0034440","BP","GO:0034440","lipid oxidation","7/1852","58/22026",0.212535111084517,0.59301994922302,0.503043720181471,"ACX1/ACX4/ACX2/ATECI1/AtPNC2/ATSMO1/KAT2",7
"GO:0045491","BP","GO:0045491","xylan metabolic process","7/1852","58/22026",0.212535111084517,0.59301994922302,0.503043720181471,"ARAF/ATBXL1/ATBXL4/FRA8/TBL14/ATGATL1/MUCI70",7
"GO:0006623","BP","GO:0006623","protein targeting to vacuole","6/1852","48/22026",0.213403616105733,0.59301994922302,0.503043720181471,"AtNBR1/BP80-3;1/VPS37-1/ATVTI12/(AT)SRC2/ATCHX17",6
"GO:0019395","BP","GO:0019395","fatty acid oxidation","6/1852","48/22026",0.213403616105733,0.59301994922302,0.503043720181471,"ACX1/ACX4/ACX2/ATECI1/AtPNC2/KAT2",6
"GO:0043269","BP","GO:0043269","regulation of ion transport","6/1852","48/22026",0.213403616105733,0.59301994922302,0.503043720181471,"FLS2/ATCDPK2/NA/EFR/ATCDPK3/ATUBC24",6
"GO:0043648","BP","GO:0043648","dicarboxylic acid metabolic process","10/1852","89/22026",0.213499594487409,0.59301994922302,0.503043720181471,"EDA36/DELTA-OAT/GDH1/AT-POX/GDH2/AAE3/PDH2/c-NAD-MDH1/ASP3/GABA-T",10
"GO:0071695","BP","GO:0071695","anatomical structure maturation","21/1852","207/22026",0.213955828443366,0.593424656248582,0.503387022844373,"ANAC029/ATTIL/ATSK21/SEIPIN2/ATBZIP25/YIP4b/ATHAM3/ATXT1/PAT4/DROP1/MAP18/ATROPGEF11/ATMYB96/P4H5/AtAUX1/SLY1/ATSUS3/ATCSLD2/ATMYA2/AUN1/GDPDL3",21
"GO:0032880","BP","GO:0032880","regulation of protein localization","10/1852","90/22026",0.223480153890053,0.61883947263718,0.524945764334604,"ATEXO70E2/pEARLI4/NA/ATSK21/NA/YIP4b/ASAR1/VETH1/ATSAR1/PEARLI",10
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","4/1852","29/22026",0.223766653894449,0.61883947263718,0.524945764334604,"AtGILP/AtRIN4/CBP60a/AHL27",4
"GO:0010927","BP","GO:0010927","cellular component assembly involved in morphogenesis","6/1852","49/22026",0.227266962767503,0.623733379237687,0.529097140668175,"ATBRI1/CBB3/APY6/AtFAX1/ABCG16/CSI1",6
"GO:0071417","BP","GO:0071417","cellular response to organonitrogen compound","6/1852","49/22026",0.227266962767503,0.623733379237687,0.529097140668175,"ATGLR1.1/ATGLR1.2/ATGLR1.3/EDA36/ABCG37/ATGLR2.5",6
"GO:0000097","BP","GO:0000097","sulfur amino acid biosynthetic process","5/1852","39/22026",0.227494592008722,0.623733379237687,0.529097140668175,"OASA2/HMT3/ATMGL/ATCYSD2/AtSAT1",5
"GO:0009312","BP","GO:0009312","oligosaccharide biosynthetic process","5/1852","39/22026",0.227494592008722,0.623733379237687,0.529097140668175,"TPPF/ATGID1B/AtcFBP/ATTPS10/TPPG",5
"GO:0009825","BP","GO:0009825","multidimensional cell growth","5/1852","39/22026",0.227494592008722,0.623733379237687,0.529097140668175,"ANAC029/ATSK21/ATCTL1/ANY1/CESA6",5
"GO:0015718","BP","GO:0015718","monocarboxylic acid transport","5/1852","39/22026",0.227494592008722,0.623733379237687,0.529097140668175,"AIT1/ACBP3/AtDTX50/AtFAX1/ABCG30",5
"GO:0016114","BP","GO:0016114","terpenoid biosynthetic process","16/1852","155/22026",0.230765898674583,0.628451611925133,0.533099497295274,"AAO3/DIV2/NA/ABA3/D14/ATHO1/GAS2/HPD/ATPUB44/ATCCD8/ATGA2OX2/LAS1/ATMYB96/ATGA3OX1/ATNCED2/AtGGPS8",16
"GO:0010410","BP","GO:0010410","hemicellulose metabolic process","12/1852","112/22026",0.23126216074026,0.628451611925133,0.533099497295274,"ARAF/ATBXL1/ATBXL4/FRA8/XTH30/ATXT1/MERI-5/AtXTH22/XTH23/TBL14/ATGATL1/MUCI70",12
"GO:0009110","BP","GO:0009110","vitamin biosynthetic process","8/1852","70/22026",0.233355999072389,0.628451611925133,0.533099497295274,"AtTAT1/HPD/AtGulLO2/DIN9/AtGulLO5/MIOX4/CYT1/GABA-T",8
"GO:0009746","BP","GO:0009746","response to hexose","8/1852","70/22026",0.233355999072389,0.628451611925133,0.533099497295274,"XLG2/ABA3/NA/AtcFBP/NA/ASN1/ATCIPK8/AGR",8
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","13/1852","123/22026",0.23388329412961,0.628451611925133,0.533099497295274,"DIV2/CAD1/NSL1/PCRK2/BAH1/LSD1/CBP60a/ANAC047/ATPUB44/GSL-OH/ATCTL1/ATMYB96/XBAT32",13
"GO:0000165","BP","GO:0000165","MAPK cascade","3/1852","20/22026",0.23392807132486,0.628451611925133,0.533099497295274,"ATMPK5/ATMPK7/DSPTP1E",3
"GO:0009697","BP","GO:0009697","salicylic acid biosynthetic process","3/1852","20/22026",0.23392807132486,0.628451611925133,0.533099497295274,"PCRK2/BAH1/CBP60a",3
"GO:0055075","BP","GO:0055075","potassium ion homeostasis","3/1852","20/22026",0.23392807132486,0.628451611925133,0.533099497295274,"VQ9/ATKCO1/AT-NHX1",3
"GO:0070726","BP","GO:0070726","cell wall assembly","3/1852","20/22026",0.23392807132486,0.628451611925133,0.533099497295274,"COBL2/AtFAX1/CSI1",3
"GO:0071668","BP","GO:0071668","plant-type cell wall assembly","3/1852","20/22026",0.23392807132486,0.628451611925133,0.533099497295274,"COBL2/AtFAX1/CSI1",3
"GO:1902930","BP","GO:1902930","regulation of alcohol biosynthetic process","3/1852","20/22026",0.23392807132486,0.628451611925133,0.533099497295274,"DIV2/ATPUB44/ATMYB96",3
"GO:0006308","BP","GO:0006308","DNA catabolic process","2/1852","11/22026",0.235134956842737,0.628451611925133,0.533099497295274,"BFN1/AtBFN2",2
"GO:0006545","BP","GO:0006545","glycine biosynthetic process","2/1852","11/22026",0.235134956842737,0.628451611925133,0.533099497295274,"EDA36/THA1",2
"GO:0010065","BP","GO:0010065","primary meristem tissue development","2/1852","11/22026",0.235134956842737,0.628451611925133,0.533099497295274,"ATPXL1/MIK1",2
"GO:0051099","BP","GO:0051099","positive regulation of binding","2/1852","11/22026",0.235134956842737,0.628451611925133,0.533099497295274,"pEARLI4/PEARLI",2
"GO:0070973","BP","GO:0070973","protein localization to endoplasmic reticulum exit site","2/1852","11/22026",0.235134956842737,0.628451611925133,0.533099497295274,"NA/NA",2
"GO:0120029","BP","GO:0120029","proton export across plasma membrane","2/1852","11/22026",0.235134956842737,0.628451611925133,0.533099497295274,"AHA4/AHA1",2
"GO:1902115","BP","GO:1902115","regulation of organelle assembly","2/1852","11/22026",0.235134956842737,0.628451611925133,0.533099497295274,"ATEXO70E2/NA",2
"GO:0009250","BP","GO:0009250","glucan biosynthetic process","14/1852","134/22026",0.235894436952442,0.629600934380052,0.534074438263395,"QQS/COBL2/TBR/YIP4b/ATCSLE1/ATCTL1/ATXT1/ATCSLB03/ATCSLD2/CYT1/ANY1/ATCESA3/CSI1/CESA6",14
"GO:0055046","BP","GO:0055046","microgametogenesis","7/1852","60/22026",0.237782428753919,0.633754841490571,0.537598091875557,"COPT1/PIRL2/RHF2A/ATGPAT1/DROP1/PIRL1/VLG",7
"GO:0045488","BP","GO:0045488","pectin metabolic process","17/1852","167/22026",0.239334841568508,0.637004014258242,0.540354282386016,"PME39/ADPG2/TBR/RGXT2/NA/ATPME1/YIP4b/GATL4/NA/NA/GATL2/GATL10/ATGATL1/NA/NA/NA/MUCI70",17
"GO:0006563","BP","GO:0006563","L-serine metabolic process","4/1852","30/22026",0.242388789344041,0.644235015906068,0.546488156928224,"OASA2/EDA36/ATCYSD2/AtSAT1",4
"GO:0009838","BP","GO:0009838","abscission","5/1852","40/22026",0.243485273893682,0.645354172553156,0.547437509009811,"SAG101/NA/ADPG2/AGD5/DMP4",5
"GO:0070588","BP","GO:0070588","calcium ion transmembrane transport","5/1852","40/22026",0.243485273893682,0.645354172553156,0.547437509009811,"ACA13/ACA10/cMCU/NA/ATCAX1",5
"GO:0007033","BP","GO:0007033","vacuole organization","8/1852","71/22026",0.245206069517122,0.649014956852106,0.550542859099531,"ARA-7/EMB258/EMB2754/FAB1B/ATSYP22/NA/ATRAB7B/NA",8
"GO:0048580","BP","GO:0048580","regulation of post-embryonic development","38/1852","402/22026",0.24689767984773,0.651107488915315,0.55231790075716,"ATCOL5/DA1/A/N-InvC/EMB173/UGT87A2/anac081/PELPK1/ATSKP2;2/BOA/ATBRI1/AtERDL6/CBB3/AtMAX2/AtRAV1/ATBZIP25/AtMYB108/ATUBC1/MRF1/SAG201/AtTZF4/AtMYB88/ATWNK8/COR28/AAE3/ATKCO1/BBX20/SHB1/CDF5/ANAC092/ATMYB96/ATFPF1/AtPUB19/AtCML24/ABCG30/AtMYB93/AtDSEL/AGL68/MAPKKK18",38
"GO:0010393","BP","GO:0010393","galacturonan metabolic process","17/1852","168/22026",0.246953116584104,0.651107488915315,0.55231790075716,"PME39/ADPG2/TBR/RGXT2/NA/ATPME1/YIP4b/GATL4/NA/NA/GATL2/GATL10/ATGATL1/NA/NA/NA/MUCI70",17
"GO:0048468","BP","GO:0048468","cell development","34/1852","357/22026",0.247018801393827,0.651107488915315,0.55231790075716,"A39/ATBET11/ATSK21/ATCDPK2/PATL1/AKT6/ATIPK2A/PIP5K5/ATRAB1C/ATNAS3/YIP4b/ATHAM3/ATXT1/PAT4/DROP1/MAP18/ATROPGEF11/ATIPT7/P4H5/ATCBL1/AtAUX1/AGP4/PICALM5B/ATCSLD2/LGO/ATMYA2/AtRLCK/AUN1/ATERDJ3A/ATRAB1A/GABA-T/AtNPF8.2/GDPDL3/KLCR2",34
"GO:0006766","BP","GO:0006766","vitamin metabolic process","9/1852","82/22026",0.25055696256042,0.657712026721103,0.557920361976644,"EDA36/AtTAT1/HPD/AtGulLO2/DIN9/AtGulLO5/MIOX4/CYT1/GABA-T",9
"GO:0031146","BP","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","9/1852","82/22026",0.25055696256042,0.657712026721103,0.557920361976644,"SKIP1/ATSKP2;2/RAE1/NA/AtMAX2/NA/SKP2A/NA/SLY1",9
"GO:0051129","BP","GO:0051129","negative regulation of cellular component organization","9/1852","82/22026",0.25055696256042,0.657712026721103,0.557920361976644,"SMR7/SMR8/ATPCAP1/SIM/AUXILIN-LIKE1/MAP18/LGO/SMR4/AtPRF2",9
"GO:0051640","BP","GO:0051640","organelle localization","17/1852","169/22026",0.25466643155341,0.663429296879427,0.562770176647287,"NA/NA/ATSEC1B/ATSYP122/DELTA-OAT/AT-SYR1/TREPH1/ATSYP52/NA/ATSYP22/ATRAB-E1D/ASAR1/ATSUN1/ATSAR1/eIF6B/ATMYA2/PVA12",17
