ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
260463_at	0.3157813	1.16e-01	-1.95	-6.060129	-1.90e-01	RECQ4A	ATP-dependent DNA helicase Q-like 4A
261127_at	0.3158568	1.16e-01	1.95	-6.060537	1.69e-01	AT1G04790	RING/U-box domain-containing protein
264697_at	0.3158568	1.16e-01	-1.95	-6.060643	-6.92e-01	CYCD1;1	cyclin-D1-1
264595_at	0.3158568	1.16e-01	-1.95	-6.060761	-1.92e-01	VAMP721	vesicle-associated membrane protein 7B
263875_at	0.3160076	1.17e-01	1.95	-6.061393	1.99e-01	SEP2	stress enhanced protein 2
246276_at	0.3161005	1.17e-01	1.95	-6.061833	1.77e-01	HMA1	putative cadmium/zinc-transporting ATPase HMA1
253190_at	0.3161005	1.17e-01	-1.95	-6.061957	-5.32e-01	AT4G35335	Nucleotide-sugar transporter family protein
248970_at	0.3162375	1.17e-01	-1.95	-6.062542	-1.62	DUR3	urea-proton symporter DUR3
262285_at	0.316345	1.17e-01	-1.95	-6.063101	-3.07e-01	AT1G68680	hypothetical protein
264159_at	0.316345	1.17e-01	-1.95	-6.063155	-1.45e-01	AT1G65270	hypothetical protein
253684_at	0.3164684	1.17e-01	-1.95	-6.063804	-1.49	AT4G29690	alkaline-phosphatase-like protein
259676_at	0.3164684	1.17e-01	1.95	-6.06406	3.64e-01	AT1G77730	Pleckstrin homology (PH) domain-containing protein
260675_at	0.3164684	1.17e-01	-1.95	-6.064196	-3.62e-01	AT1G19430	putative methyltransferase PMT28
265218_at	0.3164684	1.17e-01	-1.94	-6.064261	-4.17e-01	GTF2H2	transcription initiation factor TFIIH subunit H2
265957_at	0.3164684	1.17e-01	1.94	-6.064315	5.93e-01	AT2G37300	hypothetical protein
267577_at	0.3164684	1.17e-01	1.94	-6.064377	5.86e-01	AT2G30710	RabGAP/TBC domain-containing protein
249989_at	0.3164684	1.17e-01	1.94	-6.064495	2.42e-01	AT5G18525	protein serine/threonine kinase
251195_at	0.3164684	1.17e-01	-1.94	-6.064575	-9.31e-01	AT3G62930	monothiol glutaredoxin-S6
245617_at	0.3164904	1.17e-01	1.94	-6.064775	8.74e-01	AT4G14490	SMAD/FHA domain-containing protein
252055_at	0.3166417	1.17e-01	-1.94	-6.065407	-1.01	AT3G52580	40S ribosomal protein S14-3
260567_at	0.3167033	1.17e-01	1.94	-6.06574	8.53e-01	UGT74F2	UDP-glucosyltransferase 74F2
265671_at	0.3168217	1.17e-01	-1.94	-6.066261	-1.22	AT2G32060	40S ribosomal protein S12-2
259573_at	0.3168612	1.17e-01	-1.94	-6.066519	-2.53e-02	AT1G20390	pseudo
247504_at	0.3168751	1.17e-01	1.94	-6.066691	4.14e-01	AT5G61990	pentatricopeptide repeat-containing protein
250879_at	0.3170656	1.17e-01	1.94	-6.067454	1.41e-01	AT5G04060	putative methyltransferase PMT7
248803_at	0.3171702	1.17e-01	-1.94	-6.068103	-7.10e-02	AT5G47460	pentatricopeptide repeat-containing protein
262280_at	0.3171702	1.17e-01	-1.94	-6.068312	-6.15e-01	AT1G68580	agenet and bromo-adjacent homology domain-containing protein
259191_at	0.3171702	1.17e-01	-1.94	-6.068328	-6.71e-01	AT3G01720	hypothetical protein
246600_at	0.3171702	1.17e-01	-1.94	-6.068332	-5.00e-01	SAG101	acyl hydrolase
246777_at	0.3171702	1.17e-01	-1.94	-6.068432	-8.14e-01	CNI1	E3 ubiquitin-protein ligase ATL31
252245_at	0.3171836	1.17e-01	-1.94	-6.068602	-9.55e-01	AT3G49710	pentatricopeptide repeat-containing protein
253404_at	0.3172233	1.17e-01	-1.94	-6.068861	-3.56e-01	PFK6	6-phosphofructokinase 6
253024_at	0.3172411	1.17e-01	1.94	-6.06914	1.36	AT4G38080	hydroxyproline-rich glycoprotein family protein
262416_at	0.3172411	1.17e-01	-1.94	-6.069171	-2.06e-01	AT1G49390	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein
256380_at	0.3172655	1.17e-01	-1.94	-6.069378	-1.38e-01	AR401	putative S locus-linked protein
251931_at	0.3173072	1.17e-01	1.94	-6.069643	8.82e-01	AT3G53950	glyoxal oxidase-related protein
256845_x_at	0.3173495	1.17e-01	1.94	-6.069941	2.13e-02	AT3G31970	pseudo
247624_at	0.3173495	1.17e-01	1.94	-6.070035	2.65e-01	AT5G60160	zn-dependent exopeptidases superfamily protein
265301_s_at	0.3174305	1.18e-01	-1.94	-6.070431	-4.89e-01	MYB3R-5///AT2G13960	myb domain protein 3r-5///homeodomain-like superfamily protein
252341_at	0.3175804	1.18e-01	1.94	-6.071057	4.18e-01	AT3G48940	Remorin-like protein
266108_at	0.3176075	1.18e-01	1.94	-6.071273	2.20e-01	AT2G37900	putative peptide/nitrate transporter
248342_at	0.3179197	1.18e-01	1.94	-6.072439	2.71e-01	MBD13	methyl-CPG-binding domain protein 13
254939_at	0.3181435	1.18e-01	-1.94	-6.07331	-1.13e-01	AT4G10800	hypothetical protein
261356_at	0.3182866	1.18e-01	1.94	-6.073911	7.13e-01	AT1G79660	hypothetical protein
260913_at	0.318313	1.18e-01	-1.94	-6.074124	-4.83e-01	SAM1	S-adenosylmethionine synthetase 1
260125_at	0.318316	1.18e-01	-1.94	-6.074279	-5.99e-01	AT1G36390	Co-chaperone GrpE family protein
252944_at	0.318316	1.18e-01	1.94	-6.074385	3.41e-02	AT4G39320	microtubule-associated protein-like protein
257251_at	0.3185885	1.18e-01	1.94	-6.075417	1.66e-01	PMP	putative type 1 membrane protein
257522_at	0.3186102	1.18e-01	1.94	-6.075635	6.39e-01	AT3G08990	yippee family putative zinc-binding protein
262985_s_at	0.3186102	1.18e-01	-1.94	-6.075739	-8.81e-01	AT1G70600///RPL27AB	60S ribosomal protein L27a-3///60S ribosomal protein L27a-2
260491_at	0.3186391	1.18e-01	1.94	-6.075961	3.94e-01	AT1G51440	DAD1-like lipase 2
247984_s_at	0.3189196	1.18e-01	-1.94	-6.077017	-5.67e-01	ILL2///ILL1	IAA-amino acid hydrolase ILR1-like 2///IAA-amino acid hydrolase ILR1-like 1
267178_at	0.3191523	1.18e-01	1.93	-6.078105	1.14	AT2G37750	hypothetical protein
262839_at	0.3191523	1.18e-01	1.93	-6.078148	1.01e-01	AT1G14770	hypothetical protein
263169_at	0.3191523	1.18e-01	-1.93	-6.078165	-6.09e-01	AT1G03010	phototropic-responsive NPH3 family protein
266968_at	0.3192314	1.18e-01	1.93	-6.078553	2.65e-01	AT2G39360	putative receptor-like protein kinase
248815_at	0.3192348	1.18e-01	-1.93	-6.078689	-3.36e-01	AT5G46920	Intron maturase, type II family protein
246925_at	0.319267	1.18e-01	-1.93	-6.078921	-5.16e-01	CYP71B14	cytochrome P450 71B14
257971_at	0.319495	1.19e-01	1.93	-6.079802	4.66e-01	GC6	golgin candidate 6
262163_at	0.3196145	1.19e-01	-1.93	-6.080401	-9.59e-01	AT1G77940	60S ribosomal protein L30-2
262057_at	0.3196145	1.19e-01	1.93	-6.080448	2.04e-01	AT1G80040	hypothetical protein
254067_at	0.319678	1.19e-01	1.93	-6.080783	6.14e-01	NAP8	ABC transporter B family member 28
246296_at	0.3197722	1.19e-01	-1.93	-6.08122	-6.23e-01	AT3G56750	hypothetical protein
245950_at	0.320252	1.19e-01	-1.93	-6.082932	-3.81e-01	AT5G19570	hypothetical protein
246126_at	0.3203076	1.19e-01	1.93	-6.083411	1.33	NUDX19	nudix hydrolase 19
263328_at	0.3203076	1.19e-01	-1.93	-6.083414	-3.22e-01	AT2G15280	reticulon-like protein B10
254459_at	0.3203076	1.19e-01	-1.93	-6.08349	-6.25e-01	GA2OX8	gibberellin 2-beta-dioxygenase 8
247359_at	0.3203161	1.19e-01	1.93	-6.083643	2.18	AT5G63560	HXXXD-type acyl-transferase-like protein
252379_at	0.3203913	1.19e-01	1.93	-6.084121	5.73e-01	ABCA2	ABC transporter A family member 2
259586_at	0.3203913	1.19e-01	1.93	-6.084282	4.29e-01	AT1G28100	hypothetical protein
262485_at	0.3203913	1.19e-01	-1.93	-6.084383	-3.87e-01	AT1G21730	kinesin motor family protein
255155_at	0.3203913	1.19e-01	1.93	-6.084475	5.14e-01	AT4G08230	glycine-rich protein
264025_at	0.3203913	1.19e-01	-1.93	-6.084516	-1.08	LAX2	like AUXIN RESISTANT 2
267476_at	0.3204923	1.19e-01	1.93	-6.084974	9.76e-02	AT2G02720	putative pectate lyase 6
248232_at	0.320555	1.19e-01	-1.93	-6.085306	-1.13	MLO11	MLO-like protein 11
254452_at	0.3205738	1.19e-01	-1.93	-6.085509	-8.85e-01	DDB1B	DNA damage-binding protein 1b
254386_at	0.3205738	1.19e-01	-1.93	-6.085617	-1.13	PRXR1	peroxidase 42
263174_at	0.3207326	1.19e-01	1.93	-6.086266	1.58e-01	ESP	epithiospecifier protein
262426_s_at	0.3207423	1.19e-01	-1.93	-6.086423	-3.29e-01	AT1G47640	hypothetical protein
258151_at	0.3207658	1.19e-01	-1.93	-6.086625	-1.20	BGLU44	beta-glucosidase 44
264313_at	0.3209044	1.19e-01	-1.93	-6.087207	-7.17e-01	BCA4	beta carbonic anhydrase 4
249622_at	0.3209678	1.19e-01	1.93	-6.08754	1.61	AT5G37550	hypothetical protein
244985_at	0.3210072	1.19e-01	-1.93	-6.087795	-5.78e-01	rpl22	ribosomal protein L22
264062_at	0.3210317	1.19e-01	1.93	-6.088	6.53e-01	AT2G27950	RING/U-box domain-containing protein
261382_at	0.3210669	1.20e-01	-1.93	-6.088241	-2.78e-01	CVP2	Type I inositol-1,4,5-trisphosphate 5-phosphatase CVP2
264259_at	0.321322	1.20e-01	-1.93	-6.089224	-4.87e-01	AT1G09290	hypothetical protein
266413_at	0.321322	1.20e-01	1.93	-6.08933	1.71	AT2G38740	haloacid dehalogenase-like hydrolase family protein
261820_at	0.3216613	1.20e-01	-1.92	-6.090571	-4.20e-01	DUF2	plant-specific DUF724 family protein
247078_at	0.3218324	1.20e-01	-1.92	-6.091341	-7.97e-01	AT5G66000	hypothetical protein
259933_at	0.3218324	1.20e-01	-1.92	-6.091382	-3.21e-01	AT1G34350	hypothetical protein
249898_at	0.3219585	1.20e-01	1.92	-6.091921	3.08e-01	INV-E	alkaline/neutral invertase
260191_at	0.3221659	1.20e-01	1.92	-6.092726	2.51e-01	AT1G67580	putative serine/threonine protein kinase
249807_at	0.3221678	1.20e-01	-1.92	-6.09292	-1.13	AT5G23870	pectinacetylesterase family protein
257880_at	0.3221678	1.20e-01	1.92	-6.093097	8.32e-01	AAE7	Acetate/butyrate--CoA ligase AAE7
246441_at	0.3221678	1.20e-01	-1.92	-6.093233	-3.19e-01	AT5G17560	BolA-like protein
267529_at	0.3221678	1.20e-01	-1.92	-6.09331	-1.01e-01	AUR3	serine/threonine-protein kinase aurora-3
254994_at	0.3221678	1.20e-01	-1.92	-6.093354	-4.45e-01	MTA	N6-adenosine-methyltransferase MT-A70-like protein
250190_at	0.3222319	1.20e-01	-1.92	-6.093689	-6.60e-01	AT5G14320	30S ribosomal protein S13
260499_at	0.3222677	1.20e-01	-1.92	-6.09393	-5.91e-01	AT2G41760	protein N-terminal glutamine amidohydrolase
256622_at	0.3222979	1.20e-01	-1.92	-6.094154	-1.23	HB34	homeobox protein 34
261534_at	0.3223043	1.20e-01	-1.92	-6.094359	-4.95e-01	PEX11C	peroxin 11C
250012_x_at	0.3223043	1.20e-01	-1.92	-6.094423	-7.98e-02	AT5G18060	SAUR-like auxin-responsive protein
262234_at	0.3223292	1.20e-01	1.92	-6.094692	4.18e-01	GCR1	G-protein-coupled receptor 1
266242_at	0.3223292	1.20e-01	-1.92	-6.094753	-2.51e-01	AT2G27790	RNA recognition motif-containing protein
259381_s_at	0.3223874	1.20e-01	1.92	-6.095069	9.37e-01	NSP4///NSP1///NSP3	nitrile-specifier protein 4///Nitrile-specifier protein 1///Nitrile-specifier protein 3
258621_at	0.3224011	1.20e-01	1.92	-6.095238	1.00	ZFN1	zinc finger protein 1
258937_at	0.322446	1.20e-01	-1.92	-6.095667	-6.42e-01	AT5G03850///AT3G10090	40S ribosomal protein S28-1///40S ribosomal protein S28-1
253194_s_at	0.322446	1.20e-01	-1.92	-6.095852	-2.42e-01	AT4G35400	pseudo
248254_at	0.322446	1.20e-01	1.92	-6.095854	4.49e-01	AT5G53320	putative inactive receptor kinase
250531_at	0.322446	1.20e-01	-1.92	-6.095881	-6.32e-01	AT5G08650	small GTP-binding protein
246829_at	0.3226989	1.20e-01	-1.92	-6.096834	-4.54e-01	ATGWD3	phosphoglucan, water dikinase
262081_at	0.3227039	1.20e-01	-1.92	-6.096975	-6.60e-02	ZCF125	kinesin-like protein
245613_at	0.3228544	1.21e-01	-1.92	-6.097592	-2.79e-01	ATBET12///AT4G14450	Bet1-like SNARE 1-2///hypothetical protein
263075_at	0.3228663	1.21e-01	1.92	-6.097826	3.52e-01	AT2G17570	cis-prenyltransferase 1
250885_at	0.3228663	1.21e-01	-1.92	-6.097879	-5.35e-01	ATH12	ABC transporter B family member 29
AFFX-r2-At-Actin-3_s_at	0.3228706	1.21e-01	-1.92	-6.098042	-4.31e-01		
266376_at	0.3228706	1.21e-01	1.92	-6.098141	1.73	XTH10	xyloglucan endotransglucosylase/hydrolase protein 10
259640_at	0.3230547	1.21e-01	-1.92	-6.098867	-1.14	BGLU18	beta glucosidase 18
248751_at	0.3233625	1.21e-01	1.92	-6.099998	2.58e-01	AT5G47540	putative MO25-like protein
261531_at	0.3234546	1.21e-01	1.92	-6.100422	3.33e-01	AT1G63490	transcription factor jumonji (jmjC) domain-containing protein
251648_at	0.3235452	1.21e-01	1.92	-6.100842	3.72e-02	AT3G57720	putative protein kinase
250723_at	0.3236112	1.21e-01	1.92	-6.101182	1.09	AT5G06300	cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG7
249951_at	0.3238649	1.21e-01	-1.92	-6.102133	-9.56e-01	BUD2	S-adenosylmethionine decarboxylase
251451_s_at	0.3240756	1.21e-01	-1.91	-6.102944	-3.07e-01	AT3G60050///AT3G60040	pentatricopeptide repeat-containing protein///F-box/LRR-repeat protein
260592_at	0.3241482	1.21e-01	-1.91	-6.103305	-9.58e-01	CSLE1	cellulose synthase-like protein E1
266173_at	0.3241879	1.21e-01	-1.91	-6.103597	-4.73e-01	AT2G02410	hypothetical protein
264738_at	0.3241879	1.21e-01	1.91	-6.103696	7.13e-01	AT1G62250	hypothetical protein
261600_x_at	0.3241879	1.21e-01	-1.91	-6.103805	-1.99e-01	AT1G49680	hypothetical protein
251602_at	0.3242991	1.21e-01	-1.91	-6.104291	-5.16e-01	AT3G57785	hypothetical protein
264862_at	0.3243952	1.21e-01	1.91	-6.104728	4.93e-01	AT1G24330	U-box domain-containing protein 6
261942_at	0.3246979	1.22e-01	-1.91	-6.105837	-1.31	AGL87	protein AGAMOUS-like 87
258922_at	0.3247275	1.22e-01	-1.91	-6.106057	-1.43	AT3G10610	40S ribosomal protein S17-3
265675_at	0.3247796	1.22e-01	1.91	-6.10635	6.66e-01	HSP70T-2	heat-shock protein 70T-2
249294_at	0.3248034	1.22e-01	-1.91	-6.106551	-3.24e-01	AT5G41270	hypothetical protein
255340_at	0.3248977	1.22e-01	1.91	-6.106981	2.32	CRK36	cysteine-rich receptor-like protein kinase 36
254345_at	0.3250245	1.22e-01	-1.91	-6.107614	-6.97e-01	AT4G22000	hypothetical protein
259088_at	0.3250245	1.22e-01	-1.91	-6.10764	-3.81e-01	AT3G04970	DHHC-type zinc finger-containing protein
266483_at	0.3251391	1.22e-01	-1.91	-6.108136	-1.00	CRR6	chlororespiratory reduction 6
259999_at	0.3254227	1.22e-01	-1.91	-6.10918	-3.67e-01	AT1G68080	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
262637_at	0.3255909	1.22e-01	-1.91	-6.109894	-1.05	AT1G06640	2-oxoglutarate-dependent dioxygenase-like protein
254363_at	0.3255909	1.22e-01	-1.91	-6.109972	-1.47	sks4	protein SKU5 similar 4
256950_at	0.3256877	1.22e-01	-1.91	-6.11041	-1.03e-01	AT3G19080	SWIB complex BAF60b domain-containing protein
264467_at	0.3256877	1.22e-01	1.91	-6.110533	8.30e-01	AT1G10140	hypothetical protein
265885_at	0.3257465	1.22e-01	1.91	-6.110949	2.21e-01	AT2G42330	GC-rich sequence DNA-binding factor-like protein with Tuftelin interacting domain
257786_at	0.3257465	1.22e-01	1.91	-6.110971	3.95e-01	AT3G26990	ENTH/VHS family protein
254707_at	0.3261195	1.22e-01	-1.91	-6.112367	-4.70e-01	5PTASE2	Type I inositol-1,4,5-trisphosphate 5-phosphatase 2
246517_at	0.3261195	1.22e-01	-1.91	-6.112426	-1.59e-01	AT5G15760	30S ribosomal protein 3-2
251200_at	0.3262009	1.22e-01	1.91	-6.112812	4.45e-01	GID1B	gibberellin receptor GID1B
265883_at	0.3264611	1.22e-01	-1.91	-6.113777	-2.78e-01	AT2G42310	hypothetical protein
263989_at	0.3264614	1.22e-01	-1.91	-6.113901	-4.58e-01	MPK20	mitogen-activated protein kinase 20
253309_at	0.3264966	1.22e-01	-1.91	-6.114138	-6.27e-01	CER4	fatty acyl-CoA reductase CER4
260919_at	0.3265085	1.22e-01	1.91	-6.1143	2.92	AT1G21520	hypothetical protein
259217_at	0.3265677	1.23e-01	1.91	-6.114615	7.07e-01	AT3G03620	MATE efflux family protein
247367_at	0.3266282	1.23e-01	-1.91	-6.115215	-3.45e-01	AT5G63290	oxygen-independent coproporphyrinogen III oxidase-like protein
249595_at	0.3266282	1.23e-01	1.91	-6.115218	2.54e-01	AT5G37930	E3 ubiquitin-protein ligase SINA-like 10
267433_at	0.3266282	1.23e-01	1.91	-6.115349	3.78e-01	PEX10	peroxin 10
265505_at	0.3266282	1.23e-01	1.90	-6.115448	5.32e-01	AT2G15530	RING/U-box domain-containing protein
246702_at	0.3266282	1.23e-01	1.90	-6.115489	7.08e-01	AT5G28050	Cytidine/deoxycytidylate deaminase family protein
262043_at	0.3266282	1.23e-01	-1.90	-6.11555	-1.25	PSF1	GINS complex subunit 1-like protein
255004_at	0.3267312	1.23e-01	-1.90	-6.116014	-6.06e-01	AT4G09970	hypothetical protein
261080_at	0.3267312	1.23e-01	-1.90	-6.116129	-1.92	PCNA1	proliferating cellular nuclear antigen 1
253809_at	0.3269246	1.23e-01	-1.90	-6.116929	-1.37e-01	AT4G28320	mannan endo-1,4-beta-mannosidase 5
255819_s_at	0.3269246	1.23e-01	-1.90	-6.116999	-7.71e-01	AT2G40590///AT2G40510	40S ribosomal protein S26-1///40S ribosomal protein S26-2
260930_at	0.326936	1.23e-01	-1.90	-6.117238	-4.56e-01	AT1G02620	Ras-related small GTP-binding protein
259298_at	0.326936	1.23e-01	-1.90	-6.117282	-6.85e-01	RLP31	receptor like protein 31
249073_at	0.3271685	1.23e-01	-1.90	-6.118155	-1.59	AT5G44020	HAD superfamily, subfamily IIIB acid phosphatase
250077_at	0.3271906	1.23e-01	1.90	-6.11835	3.61e-01	AT5G16680	RING/FYVE/PHD zinc finger-containing protein
261958_at	0.3272701	1.23e-01	-1.90	-6.118729	-2.37e-01	AT1G64500	glutaredoxin-like protein
256896_at	0.327284	1.23e-01	1.90	-6.118897	6.01e-01	AT3G24630	hypothetical protein
251161_at	0.3272861	1.23e-01	-1.90	-6.119026	-2.27e-01	AT3G63290	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
256504_at	0.327462	1.23e-01	1.90	-6.119716	3.69e-01	AT1G75210	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase
265411_at	0.3276032	1.23e-01	1.90	-6.120339	1.41	AT2G16630	pollen Ole e 1 allergen and extensin family protein
265375_at	0.3276032	1.23e-01	1.90	-6.120416	3.21e-01	VPS2.1	vacuolar protein sorting-associated protein 2-1
258373_at	0.3277192	1.23e-01	1.90	-6.120913	2.16e-01	PAE2	20S proteasome alpha subunit E2
265807_at	0.3278258	1.23e-01	1.90	-6.121379	3.19e-01	AT2G17990	hypothetical protein
263133_at	0.3278539	1.23e-01	-1.90	-6.121592	-7.41e-01	AT1G78450	SOUL/heme-binding protein-like protein
260110_at	0.3279226	1.23e-01	-1.90	-6.121936	-1.05	AT1G63350	CC-NBS-LRR class disease resistance protein
252297_at	0.327946	1.23e-01	-1.90	-6.122177	-8.97e-01	EMB1080	40S ribosomal protein S11-1
254919_at	0.327946	1.23e-01	1.90	-6.122274	3.65e-01	RHA1B	E3 ubiquitin-protein ligase RHA1B
256803_at	0.327946	1.23e-01	-1.90	-6.122379	-3.96e-01	CYP705A33	cytochrome P450, family 705, subfamily A, polypeptide 33
257963_at	0.3282335	1.24e-01	-1.90	-6.123542	-3.60e-01	PRP40C	pre-mRNA-processing protein 40C
256910_at	0.3282335	1.24e-01	-1.90	-6.123549	-7.92e-01	AT3G24080	KRR1 family protein
247881_at	0.3283628	1.24e-01	-1.90	-6.124087	-1.51	AT5G57700	BNR/Asp-box repeat family protein
267017_at	0.328547	1.24e-01	-1.90	-6.124924	-8.98e-01	SVR1	protein SUPPRESSOR OF VARIEGATION 1
253303_at	0.328547	1.24e-01	1.90	-6.124928	3.94e-01	AT4G33780	hypothetical protein
245705_at	0.328547	1.24e-01	1.90	-6.125046	1.50	AT5G04390	C2H2-type zinc finger protein
249011_at	0.3285924	1.24e-01	1.90	-6.125355	1.15	AT5G44670	hypothetical protein
264717_at	0.3285924	1.24e-01	-1.90	-6.125437	-8.88e-01	FH8	formin-like protein 8
254724_at	0.3286592	1.24e-01	1.90	-6.125774	6.32e-01	AT4G13630	hypothetical protein
253072_at	0.3287745	1.24e-01	-1.90	-6.126266	-1.66e-01	AT4G37830	cytochrome c oxidase subunit 6a
256837_at	0.3288076	1.24e-01	-1.90	-6.126504	-4.74e-01	NRPD7	DNA-directed RNA polymerase NRPD7
248408_at	0.3288076	1.24e-01	1.90	-6.126618	1.98e-01	AT5G51520	plant invertase/pectin methylesterase inhibitor domain-containing protein
258124_at	0.3288517	1.24e-01	-1.90	-6.126882	-9.84e-01	AT3G18215	hypothetical protein
262297_at	0.3289633	1.24e-01	1.90	-6.127362	7.29e-01	IRX9-L	Probable beta-1,4-xylosyltransferase IRX9H
264589_at	0.3289721	1.24e-01	1.90	-6.127512	5.06e-01	AT2G17650	putative AMP-binding protein
262796_at	0.3289896	1.24e-01	1.90	-6.127691	5.18e-01	XCP2	xylem cysteine proteinase 2
257198_at	0.3290449	1.24e-01	1.90	-6.127991	3.57e-01	AT3G23690	transcription factor bHLH77
261550_at	0.3290531	1.24e-01	-1.90	-6.128142	-7.84e-01	RHS8	xyloglucan-specific galacturonosyltransferase
254023_at	0.3290531	1.24e-01	1.89	-6.128262	3.00e-01	AT4G25770	alpha/beta-Hydrolases superfamily protein
253468_at	0.3290637	1.24e-01	1.89	-6.128419	4.52e-01	AT4G32160	Phox (PX) domain-containing protein
261308_at	0.3291375	1.24e-01	1.89	-6.128777	1.03	RKL1	receptor-like kinase 1
265482_at	0.3293597	1.24e-01	1.89	-6.129611	2.61e-01	AT2G15780	Cupredoxin superfamily protein
245084_at	0.3295049	1.24e-01	-1.89	-6.130198	-4.94e-01	MYB70	myb domain protein 70
249647_at	0.3296241	1.24e-01	1.89	-6.130701	9.13e-02	AT5G37040	putative F-box protein
247765_at	0.3297491	1.24e-01	1.89	-6.131223	1.92	CYP86A1	cytochrome P450 86A1
264859_at	0.3297499	1.24e-01	-1.89	-6.131348	-1.47	G6PD3	glucose-6-phosphate dehydrogenase 3
254618_at	0.3298067	1.25e-01	1.89	-6.131651	9.29e-01	IRX1	cellulose synthase A catalytic subunit 8 [UDP-forming]
249982_at	0.3299097	1.25e-01	-1.89	-6.132103	-1.84e-01	AT5G18520	candidate G-protein Coupled Receptor 7
267082_at	0.3299453	1.25e-01	1.89	-6.132339	4.51e-01	CRK1	CDPK-related kinase 1
260440_at	0.3302472	1.25e-01	1.89	-6.133434	3.33e-01	AT1G68160	hypothetical protein
255736_at	0.3302472	1.25e-01	1.89	-6.133621	1.93e-01	NDT2	NAD+ transporter 2
248195_at	0.3302472	1.25e-01	-1.89	-6.133669	-2.04e-01	MAMI	vesicle-associated protein 4-1
258830_at	0.3302533	1.25e-01	1.89	-6.13381	7.01e-01	AT3G07090	PPPDE putative thiol peptidase family protein
260631_at	0.3304281	1.25e-01	-1.89	-6.13449	-5.79e-02	AT1G62350	pentatricopeptide repeat-containing protein
255775_at	0.3306818	1.25e-01	-1.89	-6.13542	-3.35e-01	RBL12	RHOMBOID-like protein 12
263155_at	0.3308436	1.25e-01	-1.89	-6.136114	-3.36e-01	TAFII21	TATA binding protein associated factor subunit 21
263334_at	0.3308436	1.25e-01	-1.89	-6.13618	-4.97e-01	AT2G03820	nonsense-mediated mRNA decay protein 3
263101_s_at	0.3308598	1.25e-01	-1.89	-6.136394	-2.38e-01	AT2G05250///AT2G05230	DNAJ heat shock N-terminal domain-containing protein///DNAJ heat shock N-terminal domain-containing protein
262825_at	0.3308598	1.25e-01	1.89	-6.136475	4.87e-01	ADT1	arogenate dehydratase 1
256530_at	0.3310063	1.25e-01	-1.89	-6.137165	-8.15e-01	AT1G33290	P-loop containing nucleoside triphosphate hydrolases superfamily protein
245853_at	0.3310063	1.25e-01	-1.89	-6.137185	-3.02e-01	AT5G13500	hypothetical protein
261292_at	0.3311605	1.25e-01	-1.89	-6.137798	-4.97e-01	AT1G36940	hypothetical protein
267619_at	0.3311702	1.25e-01	-1.89	-6.137951	-7.45e-01	AT2G26730	leucine-rich repeat protein kinase family protein
245441_at	0.3312651	1.25e-01	-1.89	-6.138375	-1.59e-01	PSD1	phosphatidylserine decarboxylase 1
253204_at	0.3313899	1.25e-01	1.89	-6.138893	6.45e-01	AGB1	guanine nucleotide-binding protein subunit beta
266350_at	0.3314601	1.25e-01	1.89	-6.139238	2.75e-01	STL2P	SEC12P-like 2 protein
253268_s_at	0.3315401	1.25e-01	1.89	-6.139614	1.03	UGT73B2///UGT73B3	UDP-glucosyltransferase 73B2///UDP-glucosyl transferase 73B3
257820_at	0.3315523	1.25e-01	1.89	-6.139774	2.85e-01	FKBP15-1	peptidyl-prolyl cis-trans isomerase FKBP15-1
252536_at	0.33161	1.26e-01	-1.89	-6.14008	-6.64e-01	AT3G45700	putative nitrate excretion transporter 5
250732_at	0.3317028	1.26e-01	-1.89	-6.140496	-5.73e-01	AT5G06480	phosphatidylinositol/phosphatidylglycerol transfer protein domain-containing protein
253124_at	0.3318507	1.26e-01	-1.88	-6.141087	-2.98e-01	ARO3	armadillo repeat only 3
249954_at	0.3320247	1.26e-01	-1.88	-6.14176	-4.38e-01	AT5G18920	Cox19-like CHCH family protein
247985_at	0.3320316	1.26e-01	1.88	-6.141904	6.42e-01	AT5G56790	protein kinase family protein
246037_at	0.332033	1.26e-01	1.88	-6.142152	6.67e-01	AT5G19420	regulator of chromosome condensation-like protein with FYVE zinc finger domain
245764_s_at	0.332033	1.26e-01	-1.88	-6.142152	-1.10e-01	ATCSA-1///AT1G19750	DDB1a interacting protein ATCSA-1///UV-B response protein-like protein CSAat1b
250553_at	0.3321858	1.26e-01	-1.88	-6.142758	-1.34e-01	AT5G07960	hypothetical protein
246499_at	0.3323327	1.26e-01	-1.88	-6.143345	-3.61e-01	ELF9	RNA binding protein ELF9
261086_at	0.3323564	1.26e-01	1.88	-6.143588	4.78e-01	TRFL3	protein TRF-like 3
251976_at	0.3323564	1.26e-01	-1.88	-6.143664	-6.16e-01	RLP45	receptor like protein 45
248346_at	0.3323911	1.26e-01	1.88	-6.143895	5.73e-01	GB1	GTP-binding protein 1
253901_at	0.3324557	1.26e-01	-1.88	-6.144221	-4.78e-01	AT4G27090	60S ribosomal protein L14-2
