ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
250196_at	0.63647	3.50e-01	-1.05	-6.70438	-6.57e-01	AT5G14580	polyribonucleotide nucleotidyltransferase
260161_at	0.63647	3.50e-01	1.05	-6.70438	5.07e-02	ROPGEF12	RHO guanyl-nucleotide exchange factor 12
252699_at	0.63647	3.50e-01	1.05	-6.70441	5.06e-02	AT3G43680	pseudo
244967_at	0.63647	3.50e-01	-1.05	-6.70444	-6.73e-02	psaJ	photosystem I subunit IX
255355_at	0.63647	3.50e-01	1.05	-6.70444	5.05e-02	AT4G03890	pseudo
245431_at	0.63647	3.50e-01	-1.05	-6.70452	-1.88e-01	AT4G17080	Histone H3 K4-specific methyltransferase SET7/9 family protein
248159_at	0.63647	3.50e-01	1.05	-6.70453	1.07e-01	AT5G54460	wound-responsive protein-like protein
255270_at	0.63647	3.50e-01	-1.05	-6.70453	-5.02e-02	AT4G05250	ubiquitin family protein
244907_at	0.63647	3.50e-01	-1.05	-6.70453	-5.02e-02	ArthMp063	hypothetical protein
261779_at	0.63647	3.50e-01	1.05	-6.70454	5.02e-02	AT1G76230	hypothetical protein
257557_at	0.63647	3.50e-01	-1.05	-6.70459	-5.00e-02	AT3G14490	terpenoid synthase 17
254595_at	0.63647	3.50e-01	1.05	-6.7046	5.38e-02	AG	MADS domain transcription factor AGAMOUS
255191_at	0.63647	3.50e-01	-1.04	-6.70476	-4.95e-02	AT4G07370	pseudo
263214_at	0.63647	3.50e-01	1.04	-6.70479	4.94e-02	AT1G30660	nucleic acid binding protein
253844_at	0.63647	3.50e-01	1.04	-6.70482	4.93e-02	AT4G27930	hypothetical protein
245826_at	0.63647	3.50e-01	-1.04	-6.70483	-4.93e-02	AT1G57850	Toll-Interleukin-Resistance domain-containing protein
248652_at	0.63647	3.50e-01	-1.04	-6.70485	-4.75e-01	SHV2	COBRA-like protein 9
262764_at	0.63647	3.50e-01	1.04	-6.70487	1.92e-02	CYP86C3	cytochrome P450, family 86, subfamily C, polypeptide 3
263905_at	0.63647	3.50e-01	-1.04	-6.70489	-4.91e-02	cwINV4	beta-fructofuranosidase, insoluble isoenzyme CWINV4
249503_at	0.63647	3.50e-01	-1.04	-6.70502	-7.56e-02	EXPA24	expansin A24
249789_at	0.63647	3.50e-01	-1.04	-6.70517	-2.17e-01	AT5G24340	3'-5' exonuclease domain-containing protein
259584_at	0.63647	3.50e-01	1.04	-6.70518	4.82e-02	AT1G28080	RING finger protein
247661_at	0.63647	3.50e-01	-1.04	-6.70526	-4.80e-02	AT5G60080	protein kinase family protein
251030_at	0.63647	3.50e-01	1.04	-6.70531	2.44e-01	NDP1	kinesin light chain-like protein
248104_at	0.63647	3.50e-01	-1.04	-6.70532	-4.78e-02	IAMT1	IAA carboxylmethyltransferase 1
255190_x_at	0.63647	3.50e-01	1.04	-6.70538	4.77e-02	AT4G07360	pseudo
255562_at	0.63647	3.50e-01	-1.04	-6.70552	-8.22e-03	MSH6	DNA mismatch repair protein MSH6
245964_at	0.63647	3.50e-01	-1.04	-6.70553	-4.72e-02	AT5G19720	ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain protein
247711_at	0.63647	3.50e-01	1.04	-6.70554	4.72e-02	AT5G59270	concanavalin A-like lectin protein kinase family protein
260136_at	0.63647	3.50e-01	1.04	-6.70554	4.72e-02	AT1G66360	calcium-dependent lipid-binding domain-containing protein
264737_at	0.63647	3.50e-01	1.04	-6.70559	4.71e-02	AT1G62210	hypothetical protein
264784_s_at	0.63647	3.50e-01	1.04	-6.70559	4.67e-01	AT5G42460///AT2G17830	F-box and associated interaction domain-containing protein///F-box protein
257317_at	0.63647	3.50e-01	1.04	-6.70566	4.69e-02	ArthMp093	hypothetical protein
262156_at	0.63647	3.50e-01	1.04	-6.70576	4.66e-02	AT1G52680	late embryogenesis abundant protein-like protein
260576_at	0.63647	3.50e-01	-1.04	-6.70582	-2.51e-01	AT2G47310	flowering time control protein-like protein
260050_at	0.63647	3.50e-01	1.04	-6.70582	2.15e-01	AGL64///AT1G29960	protein agamous-like 64///peptidase-S24/S26 domain-containing protein
264630_at	0.63647	3.50e-01	1.04	-6.70584	8.65e-02	FAS1	chromatin assembly factor 1 subunit FAS1
246116_at	0.63647	3.50e-01	1.04	-6.70605	4.59e-02	AT5G20310	Adenine nucleotide alpha hydrolases-like superfamily protein
264519_at	0.63647	3.50e-01	-1.04	-6.70612	-4.57e-02	AT1G10000	ribonuclease H-like protein
256448_s_at	0.63647	3.50e-01	1.04	-6.70619	4.55e-02	AT5G15690	zinc ion binding protein
252196_at	0.63647	3.50e-01	1.04	-6.70621	1.31	AT3G50200	hypothetical protein
256500_at	0.63647	3.50e-01	1.04	-6.7063	4.53e-02	AT1G36620	pseudo
260737_at	0.63647	3.50e-01	-1.04	-6.70631	-4.52e-02	AT1G17540	protein kinase protein with adenine nucleotide alpha hydrolases-like domain
259107_at	0.63647	3.50e-01	1.04	-6.70635	4.51e-02	AT3G05460	sporozoite surface protein-like protein
260792_at	0.63647	3.50e-01	-1.04	-6.70638	-4.51e-02	AT1G06270	pentatricopeptide repeat-containing protein
264610_at	0.63647	3.50e-01	-1.04	-6.7064	-4.50e-02	AT1G04645	self-incompatibility protein S1-like protein
252323_at	0.63647	3.50e-01	-1.04	-6.70641	-5.28e-01	KING1	SNF1-related protein kinase regulatory subunit gamma 1
251058_at	0.63647	3.50e-01	-1.04	-6.70641	-5.75e-01	AT5G01790	hypothetical protein
249427_at	0.63647	3.50e-01	-1.04	-6.70652	-2.90e-01	AT5G39850	40S ribosomal protein S9-2
258464_at	0.63647	3.50e-01	-1.04	-6.70657	-4.46e-02	POK1	phragmoplast orienting kinesin 1
258968_at	0.63647	3.50e-01	1.04	-6.70662	4.45e-02	AT3G10460	self-incompatibility S1 family protein
245464_at	0.63647	3.50e-01	-1.04	-6.70669	-4.44e-02	UGLYAH	ureidoglycine aminohydrolase
255509_at	0.63647	3.50e-01	-1.04	-6.70674	-5.36e-01	AT4G02210	hypothetical protein
254988_at	0.63647	3.51e-01	1.04	-6.70677	4.42e-02	GTC2	protein GTC2
257335_at	0.63647	3.51e-01	1.04	-6.70685	4.40e-02	ArthMp111	hypothetical protein
251204_at	0.63647	3.51e-01	1.04	-6.7069	1.38e-02	AT3G63095	protease inhibitor/seed storage/LTP family protein
246081_s_at	0.63647	3.51e-01	1.04	-6.70691	2.02e-01	XIK///AT5G20470	Myosin XI K///putative myosin
264417_at	0.63647	3.51e-01	1.04	-6.70697	7.75e-02	AT1G43220	pseudo
258697_at	0.63647	3.51e-01	-1.04	-6.707	-3.32e-01	MCM8	minichromosome maintenance 8
263203_at	0.63647	3.51e-01	1.04	-6.70708	4.35e-02	chr31	chromatin remodeling 31
254443_at	0.63647	3.51e-01	-1.04	-6.70708	-1.63e-01	BRCA1	protein BREAST CANCER SUSCEPTIBILITY 1-like protein
251792_at	0.63647	3.51e-01	1.04	-6.70711	4.34e-02	AT3G55550	concanavalin A-like lectin protein kinase family protein
258164_at	0.63647	3.51e-01	1.04	-6.70713	2.71e-01	SURF1	Surfeit locus 1 cytochrome c oxidase biogenesis protein
267394_s_at	0.63647	3.51e-01	1.04	-6.70722	4.32e-02	GH9B10///GH9B9	glycosyl hydrolase 9B10///glycosyl hydrolase 9B9
257404_at	0.63647	3.51e-01	1.04	-6.70732	4.30e-02	SUVR1	histone-lysine N-methyltransferase SUVR1
244955_at	0.63647	3.51e-01	1.04	-6.70741	4.28e-02	ArthMp030	hypothetical protein
247399_at	0.63647	3.51e-01	-1.04	-6.70743	-2.88e-02	AT5G62960	hypothetical protein
263911_at	0.63647	3.51e-01	-1.04	-6.70747	-4.27e-02	AT2G36560	AT hook motif DNA-binding family protein
248244_at	0.63647	3.51e-01	1.04	-6.7075	4.26e-02	AT5G53635	F-box/RNI-like/FBD-like domains-containing protein
267109_at	0.63647	3.51e-01	-1.04	-6.7075	-4.26e-02	AT2G14810	hypothetical protein
262724_s_at	0.63647	3.51e-01	1.04	-6.70752	4.26e-02	AT1G43330///MYB3R2	homeodomain-like superfamily protein///myb domain protein 3r2
255952_at	0.63647	3.51e-01	1.04	-6.70766	4.23e-02	AGL104	protein AGAMOUS-like 104
250044_at	0.63647	3.51e-01	1.04	-6.70766	4.23e-02	AT5G17680	putative TIR-NBS-LRR class disease resistance protein
262187_at	0.63647	3.51e-01	-1.04	-6.70768	-4.23e-02	AT1G77960	hypothetical protein
257660_at	0.63647	3.51e-01	-1.04	-6.70777	-3.69e-01	WIP3	WPP domain-interacting protein 3
256662_at	0.63647	3.51e-01	1.04	-6.70778	4.21e-02	MS2	fatty acyl-CoA reductase 2
263238_at	0.63647	3.51e-01	-1.04	-6.70785	-4.19e-02	AT2G16580	SAUR-like auxin-responsive protein
248214_at	0.63647	3.51e-01	1.04	-6.70786	4.19e-02	AT5G53670	hypothetical protein
267255_at	0.63647	3.51e-01	1.04	-6.70787	6.80e-02	AT2G22950	putative calcium-transporting ATPase 7
246667_at	0.63647	3.51e-01	1.04	-6.70791	4.18e-02	AT5G34840	pseudo
265362_at	0.63647	3.51e-01	1.04	-6.70795	4.18e-02		
262231_at	0.63647	3.51e-01	-1.04	-6.70798	-8.67e-01	PHO1;H1	phosphate transporter PHO1-1
262808_at	0.63647	3.51e-01	1.04	-6.70801	4.16e-02	AT1G11730	putative beta-1,3-galactosyltransferase 1
260840_at	0.63647	3.51e-01	1.04	-6.70802	5.10e-01	TBL38	protein trichome birefringence-like 38
262336_at	0.63647	3.51e-01	-1.04	-6.70805	-6.37e-01	TOM7-2	mitochondrial import receptor subunit TOM7-2
245491_at	0.63647	3.51e-01	1.04	-6.70812	4.14e-02	LDL3	protein LSD1-like 3
245959_at	0.63647	3.51e-01	1.04	-6.70817	4.13e-02	AT5G19640	putative peptide/nitrate transporter
252575_at	0.63647	3.51e-01	1.04	-6.70817	4.13e-02	AT3G45440	concanavalin A-like lectin kinase-like protein
267210_at	0.63647	3.51e-01	-1.04	-6.70829	-2.31e-01	COQ3	Hexaprenyldihydroxybenzoate methyltransferase
266674_at	0.63647	3.51e-01	1.04	-6.70831	8.73e-02	AT2G29620	hypothetical protein
259673_at	0.63647	3.51e-01	1.04	-6.7084	2.48e-01	AT1G77800	PHD finger-containing protein
255448_at	0.63647	3.51e-01	-1.04	-6.70842	-2.12e-01	AT4G02810	FAF family protein
249132_at	0.63647	3.51e-01	-1.04	-6.70844	-4.09e-02	AT5G43120	tetratricopeptide repeat-containing protein
260458_at	0.63647	3.51e-01	1.04	-6.70854	4.07e-02	AT1G68250	hypothetical protein
255617_at	0.63647	3.51e-01	-1.04	-6.70856	-8.11e-01	AT4G01330	protein kinase family protein
250677_at	0.63647	3.51e-01	1.04	-6.70857	1.35e-01	AT5G06520	SWAP/Surp domain-containing protein
254735_at	0.63647	3.51e-01	-1.04	-6.7086	-3.06e-01	RLP47	receptor like protein 47
262696_at	0.63647	3.51e-01	1.04	-6.70869	4.04e-02	AT1G75870	hypothetical protein
249462_at	0.63647	3.51e-01	-1.04	-6.70873	-4.03e-02	EMB2744	pentatricopeptide repeat-containing protein EMB2744
249880_at	0.63647	3.51e-01	1.04	-6.7088	4.02e-02	AT5G23180	hypothetical protein
264413_s_at	0.63647	3.51e-01	1.04	-6.70885	4.01e-02	AT1G43290	pseudo
251976_at	0.63647	3.51e-01	-1.04	-6.70887	-3.33e-01	RLP45	receptor like protein 45
267446_s_at	0.63647	3.51e-01	-1.04	-6.70891	-2.58e-01	AT1G28350///AT2G33840	probably tyrosine-tRNA synthetase///tyrosyl-tRNA synthetase
256124_at	0.63647	3.51e-01	1.04	-6.70895	4.00e-02	PUP9	purine permease 9
265812_at	0.63647	3.51e-01	1.04	-6.70897	3.99e-02	AT2G18070	hypothetical protein
254821_at	0.63647	3.51e-01	-1.04	-6.70901	-3.99e-02	AT4G12540	hypothetical protein
251488_at	0.63647	3.51e-01	1.04	-6.70905	3.99e-02	AT3G59440	calmodulin-like protein 4
246537_at	0.63647	3.51e-01	1.04	-6.70909	5.75e-01	AT5G15940	Rossmann-fold NAD(P)-binding domain-containing protein
256287_at	0.63647	3.51e-01	1.04	-6.7092	3.96e-02	AT3G12190	hypothetical protein
263441_at	0.63647	3.52e-01	-1.04	-6.70924	-2.16e-02	AT2G28620	kinesin motor protein-related protein
257618_at	0.63647	3.52e-01	1.04	-6.70928	7.25e-02	AT3G24715	octicosapeptide/Phox/Bem1p domain-containing protein kinase
262475_at	0.63647	3.52e-01	1.04	-6.70931	3.94e-02	AT1G50340	plant invertase/pectin methylesterase inhibitor superfamily protein
249430_at	0.63647	3.52e-01	-1.04	-6.70934	-4.56e-01	AT5G39900	Small GTP-binding protein
248928_at	0.63647	3.52e-01	-1.04	-6.70939	-3.93e-02	RAC2	Rac-like GTP-binding protein ARAC2
245234_at	0.63647	3.52e-01	1.04	-6.70941	4.38e-01	MYB18	transcription factor LAF1
265590_at	0.63647	3.52e-01	1.04	-6.70943	3.92e-02	MEO	SKP1-like protein 17
260435_at	0.63647	3.52e-01	1.04	-6.70944	5.88e-01	MYB62	R2R3-MYB transcription family
247651_at	0.63647	3.52e-01	-1.04	-6.70947	-8.75e-01	HTA6	histone H2A 6
248791_at	0.63647	3.52e-01	1.04	-6.70948	3.91e-02	AT5G47350	alpha/beta-Hydrolases superfamily protein
261665_at	0.63647	3.52e-01	-1.04	-6.70958	-3.90e-02	AT1G18310	glycosyl hydrolase family 81 protein
253846_at	0.63647	3.52e-01	1.04	-6.70962	3.89e-02	AT4G28000	P-loop containing nucleoside triphosphate hydrolases superfamily protein
249907_at	0.63647	3.52e-01	1.04	-6.70964	3.89e-02	RAD5	DNA/RNA helicase protein RAD5
255784_at	0.63647	3.52e-01	1.04	-6.70964	3.72e-01	AT1G19860	zinc finger CCCH domain-containing protein 6
253178_at	0.63647	3.52e-01	1.04	-6.70972	3.88e-02	AT4G35170	late embryogenesis abundant hydroxyproline-rich glycoprotein
254528_at	0.63647	3.52e-01	1.04	-6.70972	1.66e-01	AT4G19620	hypothetical protein
267149_s_at	0.63647	3.52e-01	-1.04	-6.70973	-3.87e-02	AT2G23500	pseudo
246096_at	0.63647	3.52e-01	1.04	-6.70977	3.87e-02	BETAG4	beta-1,3-glucanase 4
249013_at	0.63647	3.52e-01	-1.04	-6.70984	-3.86e-02	GSO2	LRR receptor-like serine/threonine-protein kinase GSO2
264569_at	0.63647	3.52e-01	1.04	-6.70984	3.86e-02		
255056_at	0.63647	3.52e-01	-1.04	-6.70985	-1.12e-01	TT8	transcription factor TT8
249000_at	0.63647	3.52e-01	1.04	-6.70988	3.85e-02	AT5G44980	putative F-box/FBD/LRR-repeat protein
250208_at	0.63647	3.52e-01	1.04	-6.71	3.66e-01	NAC084	NAC domain containing protein 84
250789_at	0.63647	3.52e-01	1.04	-6.71008	3.82e-02	AT5G05630	polyamine uptake transporter 3
261302_at	0.63647	3.52e-01	-1.04	-6.71014	-1.11e-01	AT1G48580	hypothetical protein
263013_at	0.63647	3.52e-01	-1.04	-6.71022	-1.64e-01	KNAT6	homeobox protein knotted-1-like 6
255405_s_at	0.63647	3.52e-01	1.04	-6.71023	9.48e-01	AT4G03440///AT4G03460	ankyrin repeat-containing protein///ankyrin repeat-containing protein
260084_at	0.63647	3.52e-01	1.04	-6.71029	3.79e-02	AT1G63210	transcription elongation factor SPT6
263099_at	0.63647	3.52e-01	1.04	-6.71031	7.24e-02	AT2G05200	pseudo
252103_at	0.63647	3.52e-01	-1.04	-6.71034	-3.78e-02	AT3G51410	hypothetical protein
248707_at	0.63647	3.52e-01	-1.04	-6.71041	-3.77e-02	AT5G48550	F-box protein
254738_at	0.63647	3.52e-01	-1.04	-6.71046	-4.68e-01	AT4G13860	RNA recognition motif-containing protein
252697_at	0.63647	3.52e-01	-1.04	-6.7105	-3.76e-02	AT3G43660	putative nodulin-like21 protein
264495_at	0.63647	3.52e-01	-1.04	-6.7105	-2.61e-01	RIC2	ROP-interactive CRIB motif-containing protein 2
259631_at	0.63647	3.52e-01	1.04	-6.71062	3.74e-02	ERD2	heat shock protein ERD2
258174_at	0.63647	3.52e-01	-1.04	-6.71064	-2.21e-01	AT3G21470	pentatricopeptide repeat-containing protein
265903_at	0.63647	3.52e-01	-1.04	-6.71065	-3.74e-02	SPIK	potassium channel AKT6
257187_at	0.63647	3.52e-01	-1.04	-6.71076	-3.73e-02	AT3G13140	hydroxyproline-rich glycoprotein family protein
261961_at	0.63647	3.52e-01	1.04	-6.71077	3.72e-02	AT1G36510	nucleic acid-binding domain-containing protein
247797_at	0.63647	3.52e-01	-1.04	-6.71079	-3.72e-02	AT5G58780	Z,E-mixed heptaprenyl diphosphate synthase
248185_at	0.63647	3.52e-01	-1.04	-6.71081	-1.49	UF3GT	anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase
263542_at	0.63647	3.52e-01	-1.04	-6.71082	-7.39e-01	AT2G21630	sec23/sec24-like transport protein
263889_at	0.63647	3.52e-01	-1.04	-6.71088	-3.71e-02	NAP12	non-intrinsic ABC protein 12
266159_at	0.63647	3.52e-01	1.04	-6.71089	3.71e-02	AT2G28030	aspartyl protease-like protein
267245_at	0.63647	3.52e-01	1.04	-6.71089	3.71e-02	AT2G02640	cysteine/histidine-rich C1 domain-containing protein
261818_at	0.63647	3.52e-01	1.04	-6.71102	3.19e-01	AT1G11390	protein kinase-like protein ABC1K10
250029_at	0.63647	3.52e-01	-1.04	-6.71114	-2.70e-01	AT5G18200	putative galactose-1-phosphate uridyltransferase
247824_at	0.63647	3.52e-01	-1.04	-6.71119	-3.67e-02	CHX25	cation/H(+) antiporter 25
263281_at	0.63647	3.52e-01	1.04	-6.71129	3.66e-02	AT2G14160	RNA-binding (RRM/RBD/RNP motifs) family protein
261630_at	0.63647	3.52e-01	1.04	-6.71129	3.66e-02	AT1G50080	hypothetical protein
247174_at	0.63647	3.52e-01	-1.04	-6.71129	-3.40e-01	AT5G65250	hypothetical protein
246380_at	0.63647	3.52e-01	-1.04	-6.71131	-3.65e-02	CYP96A15	alkane hydroxylase CYP96A15
251127_at	0.63647	3.52e-01	1.04	-6.71133	3.31e-02	AT5G01080	Beta-galactosidase related protein
267589_at	0.63647	3.52e-01	1.04	-6.71135	3.65e-02	AT2G42050	pseudo
263512_at	0.63647	3.52e-01	1.04	-6.71136	3.65e-02		
266219_at	0.63647	3.52e-01	-1.04	-6.71145	-3.63e-02	emb1997	aminodeoxychorismate synthase
246994_at	0.63647	3.52e-01	-1.04	-6.7115	-3.63e-02	AT5G67460	O-Glycosyl hydrolases family 17 protein
257782_at	0.63647	3.52e-01	-1.04	-6.71164	-3.61e-02	AT3G27130	hypothetical protein
266453_at	0.63647	3.53e-01	1.04	-6.71174	3.60e-02	AT2G43230	putative protein kinase
256602_at	0.63647	3.53e-01	-1.04	-6.71175	-3.60e-02	AT3G28310	hypothetical protein
246492_at	0.63647	3.53e-01	-1.04	-6.71183	-9.46e-01	AT5G16140	peptidyl-tRNA hydrolase family protein
247158_at	0.63647	3.53e-01	-1.04	-6.71191	-1.36e-01	ATBCAT-5	branched-chain-amino-acid aminotransferase 5
263387_at	0.63647	3.53e-01	-1.04	-6.71191	-3.24e-01	TBL30	protein TRICHOME BIREFRINGENCE-LIKE 30
247311_at	0.63647	3.53e-01	-1.04	-6.71196	-4.01e-01	EMB2780	DNA polymerase delta subunit 1
263848_at	0.63647	3.53e-01	1.04	-6.71209	3.56e-02	AT2G04580	pseudo
245480_at	0.63647	3.53e-01	1.04	-6.71216	9.56e-02	AT4G16150	calmodulin-binding transcription activator 5
258327_at	0.63647	3.53e-01	-1.04	-6.71217	-7.54e-02	PAP85	protein PAP85
264186_at	0.63647	3.53e-01	-1.04	-6.71233	-5.64e-01	AT1G54570	phytyl ester synthase 1
253079_s_at	0.63647	3.53e-01	-1.04	-6.71251	-2.06e-01	AT4G36195///AT4G36190	Serine carboxypeptidase S28 family protein///Serine carboxypeptidase S28 family protein
264892_at	0.63647	3.53e-01	1.04	-6.71275	3.48e-02	AT1G23160	auxin-responsive GH3 family protein
263090_at	0.63647	3.53e-01	-1.04	-6.71278	-1.04e-01	AT2G16190	hypothetical protein
253380_at	0.63647	3.53e-01	-1.04	-6.71286	-6.14e-01	PGSIP3	UDP-glucuronate:xylan alpha-glucuronosyltransferase 2
252434_s_at	0.63647	3.53e-01	-1.04	-6.71287	-1.83e-01	AT3G47310	pseudo
266357_at	0.63647	3.53e-01	-1.04	-6.71291	-3.46e-02	BAM6	beta-amylase 6
254774_at	0.63647	3.53e-01	1.04	-6.71296	6.80e-01	AT4G13440	EF-hand, calcium binding motif-containing protein
257957_at	0.63647	3.53e-01	1.04	-6.71298	1.33	AT3G25490	putative wall-associated receptor kinase-like 16
252881_at	0.63647	3.53e-01	1.04	-6.71298	3.45e-02	AT4G39610	hypothetical protein
253258_at	0.63647	3.53e-01	1.04	-6.71299	3.45e-02	AT4G34400	AP2/B3-like transcriptional factor family protein
264334_at	0.63647	3.53e-01	-1.04	-6.71304	-3.45e-02	CPK19	calcium-dependent protein kinase 19
253390_at	0.63647	3.53e-01	1.04	-6.71305	2.70e-01	AT4G32750	hypothetical protein
245530_at	0.63647	3.53e-01	1.04	-6.71308	3.44e-02		
254983_at	0.63647	3.53e-01	1.04	-6.71312	1.78e-01	MEE53	protein MATERNAL EFFECT EMBRYO ARREST 53
252476_at	0.63647	3.53e-01	1.04	-6.71312	8.97e-02	AT3G46650	UDP-glycosyltransferase-like protein
253264_at	0.63647	3.53e-01	1.04	-6.71316	4.08e-01	OST1	calcium-independent ABA-activated protein kinase
247544_at	0.63647	3.53e-01	1.04	-6.71316	2.10e-01	AT5G61670	hypothetical protein
257793_at	0.63647	3.53e-01	-1.04	-6.71334	-3.42e-02	AT3G26960	pollen Ole e 1 allergen and extensin family protein
245568_at	0.63647	3.53e-01	-1.04	-6.71336	-3.41e-02	AT4G14650	hypothetical protein
258135_at	0.63647	3.53e-01	-1.04	-6.7134	-4.45e-02	AT3G24506	hypothetical protein
264021_at	0.63647	3.53e-01	-1.04	-6.71344	-3.41e-02	AT2G21200	SAUR-like auxin-responsive protein
264600_at	0.63647	3.53e-01	-1.04	-6.71345	-1.14e-01	CTF18	chromosome transmission fidelity protein 18
260816_at	0.63647	3.53e-01	-1.04	-6.71349	-1.73e-01	AT1G06930	hypothetical protein
266408_at	0.63647	3.53e-01	-1.04	-6.71349	-1.08e-01	AT2G38520	pseudo
245573_at	0.63647	3.53e-01	1.04	-6.71354	3.40e-02	AT4G14730	Bax inhibitor-1 family protein
263874_at	0.63647	3.53e-01	-1.04	-6.71362	-1.31e-01	MGP1	mitochondrial F1F0-ATP synthase subunit Fad
254640_at	0.63647	3.53e-01	1.04	-6.71371	3.38e-02	NRAMP5	metal transporter Nramp5
265486_at	0.63647	3.53e-01	1.04	-6.71371	3.38e-02	AT2G15560	Putative endonuclease or glycosyl hydrolase
261390_at	0.63647	3.53e-01	1.04	-6.71373	1.59e-01	AT1G35040	hypothetical protein
257133_at	0.63647	3.53e-01	1.04	-6.71375	3.37e-02	AT3G17190	hypothetical protein
263887_at	0.63647	3.53e-01	1.04	-6.7138	3.37e-02	AT2G36980	pentatricopeptide repeat-containing protein
254557_at	0.63647	3.53e-01	1.04	-6.71381	3.92e-01	AT4G19140	hypothetical protein
249135_at	0.63647	3.53e-01	1.04	-6.71391	3.63e-01	AT5G43160	hypothetical protein
249676_at	0.63647	3.53e-01	1.04	-6.71392	3.36e-02	AT5G35960	receptor-like cytoplasmic kinase VIA5
262949_at	0.63647	3.53e-01	1.04	-6.71393	3.36e-02	sks18	SKU5 similar 18 protein
265997_at	0.63647	3.53e-01	1.04	-6.71405	2.71e-01	AT2G24250	hypothetical protein
252980_at	0.63647	3.54e-01	-1.04	-6.71418	-2.04e-01	AT4G38040	Exostosin family protein
266347_at	0.63647	3.54e-01	-1.04	-6.71446	-1.48e-01	AT2G01440	DEAD/DEAH box RNA helicase family protein
264925_at	0.63647	3.54e-01	1.04	-6.71453	2.06e-01	AT1G60670	hypothetical protein
248894_at	0.63647	3.54e-01	1.04	-6.71469	3.28e-02	AT5G46320	MADS-box family protein
249852_at	0.63647	3.54e-01	1.04	-6.71474	3.28e-02	STP11	sugar transport protein 11
252660_at	0.63647	3.54e-01	1.03	-6.71486	2.44e-01	AT3G44440	hypothetical protein
255314_at	0.63647	3.54e-01	-1.03	-6.71493	-1.31e-01	AT4G04150	pseudo
264478_at	0.63647	3.54e-01	1.03	-6.71494	3.26e-02	AT1G77270	hypothetical protein
252796_at	0.63647	3.54e-01	1.03	-6.71495	3.26e-02	AT3G42290	pseudo
258195_at	0.63647	3.54e-01	1.03	-6.71497	4.03e-02	MYB26	myb domain protein 26
255018_at	0.63647	3.54e-01	-1.03	-6.71501	-1.84e-01	ELP6	elongator protein 6
263968_s_at	0.63647	3.54e-01	-1.03	-6.71502	-3.25e-02	AT2G12980	pseudo
257405_at	0.63647	3.54e-01	-1.03	-6.71507	-4.27e-01	AT1G24620	putative calcium-binding protein CML25
266073_at	0.63647	3.54e-01	1.03	-6.71507	1.81e-01	AT2G18770	SR-beta domain-containing protein
263394_at	0.63647	3.54e-01	1.03	-6.71518	3.24e-02	AT2G10465	pseudo
250570_at	0.63647	3.54e-01	-1.03	-6.71524	-1.76e-01	EMB1873	agmatine deiminase
264194_at	0.63647	3.54e-01	1.03	-6.71535	3.22e-02	AT1G22720	putative wall-associated kinase
260473_at	0.63647	3.54e-01	1.03	-6.71543	3.21e-02	AT1G10880	core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
262012_s_at	0.63647	3.54e-01	1.03	-6.71548	3.21e-02	AT1G35630///AT1G35625	protease-associated and C3HC4-type RING finger domain-containing protein///RING/U-box domain-containing protein
248512_at	0.63647	3.54e-01	1.03	-6.71549	3.69e-01	AT5G50460///AT4G24920	protein transport protein sec61 subunit gamma-2///transport protein sec61 subunit gamma-1
257301_at	0.63647	3.54e-01	-1.03	-6.71553	-3.21e-02	AT3G30190	pseudo
261215_at	0.63647	3.54e-01	1.03	-6.71555	5.11e-02	AT1G32970	Subtilisin-like serine endopeptidase family protein
266730_at	0.63647	3.54e-01	1.03	-6.71562	3.20e-02	AT2G03110	putative RNA-binding protein
259108_at	0.63647	3.54e-01	1.03	-6.71579	3.18e-02	AT3G05540	methionine sulfoxide reductase 4-like protein
257543_at	0.63647	3.54e-01	-1.03	-6.71584	-3.18e-02	AT3G28960	transmembrane amino acid transporter family protein
261693_at	0.63647	3.54e-01	1.03	-6.71589	1.69e-01	DCP1	mRNA-decapping enzyme 1
260723_at	0.63647	3.54e-01	1.03	-6.71592	2.10e-01	AT1G48070	TRX domain-containing protein
252936_at	0.63647	3.54e-01	1.03	-6.71611	3.72e-01	AT4G39160	DNA binding / transcription factor
250404_at	0.63647	3.54e-01	1.03	-6.71611	2.23e-01	AT5G10960	polynucleotidyl transferase, ribonuclease H-like superfamily protein
245726_at	0.63647	3.54e-01	1.03	-6.71628	3.14e-02	HDG11	homeobox-leucine zipper protein HDG11
257682_at	0.63647	3.54e-01	-1.03	-6.7163	-3.14e-02	AT3G13240	hypothetical protein
265255_at	0.63647	3.54e-01	-1.03	-6.71633	-3.14e-02	AT2G28420	lactoylglutathione lyase / glyoxalase I-like protein
263094_at	0.63647	3.54e-01	-1.03	-6.71633	-7.25e-02	AT2G16020	hypothetical protein
252604_at	0.63647	3.54e-01	1.03	-6.71642	4.91e-02	NRT2.6	high affinity nitrate transporter 2.6
246929_at	0.63647	3.54e-01	-1.03	-6.71645	-7.55e-01	AT5G25210	hypothetical protein
249745_at	0.63647	3.55e-01	1.03	-6.71659	3.12e-02	PP2-B12	phloem protein 2-B12
